Time Instance,Trustor,Trustee,Pack_f,Pack_d,Pack_f Count,Pack_d Count,pdr,Frd1,CoI_id
790,3,1,1,0,201,189,0.515384615,1,1
791,6,1,0,1,361,408,0.469440832,1,1
792,6,1,1,0,362,408,0.47012987,1,1
794,6,1,1,0,363,408,0.470817121,1,1
795,6,1,1,0,364,408,0.471502591,1,1
796,6,1,1,0,365,408,0.472186287,1,1
797,6,1,1,0,366,408,0.472868217,1,1
800,3,1,0,1,201,190,0.514066496,1,1
801,6,1,1,0,367,408,0.473548387,1,1
802,6,1,1,0,368,408,0.474226804,1,1
804,3,1,0,1,201,191,0.512755102,1,1
806,6,1,0,1,368,409,0.473616474,1,1
807,6,1,1,0,369,409,0.474293059,1,1
808,3,1,1,0,202,191,0.513994911,1,1
809,6,1,1,0,370,409,0.474967908,1,1
810,6,1,1,0,371,409,0.475641026,1,1
811,6,1,0,1,371,410,0.47503201,1,1
812,6,1,0,1,371,411,0.474424552,1,1
813,3,1,1,0,203,191,0.515228426,1,1
816,6,1,0,1,371,412,0.473818646,1,1
817,3,1,1,0,204,191,0.516455696,1,1
819,6,1,1,0,372,412,0.474489796,1,1
822,6,1,0,1,372,413,0.47388535,1,1
823,3,1,1,0,205,191,0.517676768,1,1
824,6,1,0,1,372,414,0.473282443,1,1
825,6,1,1,0,373,414,0.473951715,1,1
827,3,1,0,1,205,192,0.516372796,1,1
828,6,1,1,0,374,414,0.474619289,1,1
829,3,1,1,0,206,192,0.51758794,1,1
830,6,1,0,1,374,415,0.474017744,1,1
831,3,1,0,1,206,193,0.516290727,1,1
832,6,1,0,1,374,416,0.473417722,1,1
833,6,1,1,0,375,416,0.474083439,1,1
835,3,1,1,0,207,193,0.5175,1,1
837,6,1,0,1,375,417,0.473484848,1,1
838,6,1,1,0,376,417,0.474148802,1,1
839,6,1,0,1,376,418,0.473551637,1,1
840,3,1,0,1,207,194,0.516209476,1,1
842,6,1,1,0,377,418,0.474213836,1,1
843,3,1,0,1,207,195,0.514925373,1,1
844,6,1,0,1,377,419,0.47361809,1,1
845,6,1,1,0,378,419,0.474278545,1,1
846,3,1,0,1,207,196,0.513647643,1,1
848,6,1,0,1,378,420,0.473684211,1,1
849,6,1,1,0,379,420,0.474342929,1,1
850,6,1,1,0,380,420,0.475,1,1
851,6,1,1,0,381,420,0.475655431,1,1
852,3,1,1,0,208,196,0.514851485,1,1
853,6,1,0,1,381,421,0.475062344,1,1
854,6,1,0,1,381,422,0.474470735,1,1
855,6,1,1,0,382,422,0.475124378,1,1
856,3,1,1,0,209,196,0.516049383,1,1
857,3,1,0,1,209,197,0.514778325,1,1
859,6,1,1,0,383,422,0.475776398,1,1
860,6,1,0,1,383,423,0.475186104,1,1
861,3,1,0,1,209,198,0.513513514,1,1
863,6,1,1,0,384,423,0.475836431,1,1
864,6,1,1,0,385,423,0.476485149,1,1
865,6,1,0,1,385,424,0.475896168,1,1
866,6,1,1,0,386,424,0.47654321,1,1
869,3,1,1,0,210,198,0.514705882,1,1
870,6,1,1,0,387,424,0.477188656,1,1
871,6,1,0,1,387,425,0.476600985,1,1
873,6,1,1,0,388,425,0.477244772,1,1
874,3,1,0,1,210,199,0.513447433,1,1
876,6,1,1,0,389,425,0.477886978,1,1
877,6,1,1,0,390,425,0.478527607,1,1
879,3,1,1,0,211,199,0.514634146,1,1
880,6,1,0,1,390,426,0.477941176,1,1
881,6,1,0,1,390,427,0.477356181,1,1
882,6,1,1,0,391,427,0.47799511,1,1
883,3,1,1,0,212,199,0.515815085,1,1
884,6,1,0,1,391,428,0.477411477,1,1
886,6,1,1,0,392,428,0.47804878,1,1
888,3,1,0,1,212,200,0.514563107,1,1
889,6,1,0,1,392,429,0.477466504,1,1
891,3,1,0,1,212,201,0.513317191,1,1
892,6,1,1,0,393,429,0.47810219,1,1
893,6,1,1,0,394,429,0.47873633,1,1
894,3,1,1,0,213,201,0.514492754,1,1
895,6,1,1,0,395,429,0.479368932,1,1
897,6,1,0,1,395,430,0.478787879,1,1
898,3,1,0,1,213,202,0.513253012,1,1
900,6,1,0,1,395,431,0.478208232,1,1
901,6,1,1,0,396,431,0.478839178,1,1
903,6,1,1,0,397,431,0.479468599,1,1
904,6,1,1,0,398,431,0.480096502,1,1
906,3,1,0,1,213,203,0.512019231,1,1
907,6,1,0,1,398,432,0.479518072,1,1
908,3,1,0,1,213,204,0.510791367,1,1
909,6,1,1,0,399,432,0.480144404,1,1
910,3,1,0,1,213,205,0.509569378,1,1
911,6,1,0,1,399,433,0.479567308,1,1
912,6,1,0,1,399,434,0.478991597,1,1
913,3,1,1,0,214,205,0.510739857,1,1
914,6,1,1,0,400,434,0.479616307,1,1
915,3,1,0,1,214,206,0.50952381,1,1
916,6,1,1,0,401,434,0.480239521,1,1
917,6,1,0,1,401,435,0.479665072,1,1
918,6,1,1,0,402,435,0.480286738,1,1
919,6,1,0,1,402,436,0.479713604,1,1
921,3,1,1,0,215,206,0.510688836,1,1
923,6,1,1,0,403,436,0.480333731,1,1
924,6,1,0,1,403,437,0.479761905,1,1
925,3,1,0,1,215,207,0.509478673,1,1
926,3,1,1,0,216,207,0.510638298,1,1
927,6,1,0,1,403,438,0.479191439,1,1
928,6,1,0,1,403,439,0.478622328,1,1
929,3,1,1,0,217,207,0.511792453,1,1
930,6,1,0,1,403,440,0.478054567,1,1
931,6,1,0,1,403,441,0.477488152,1,1
933,6,1,0,1,403,442,0.476923077,1,1
935,6,1,0,1,403,443,0.476359338,1,1
936,3,1,0,1,217,208,0.510588235,1,1
937,6,1,1,0,404,443,0.476977568,1,1
938,6,1,0,1,404,444,0.476415094,1,1
939,3,1,0,1,217,209,0.509389671,1,1
940,6,1,1,0,405,444,0.477031802,1,1
942,3,1,1,0,218,209,0.510538642,1,1
943,6,1,0,1,405,445,0.476470588,1,1
944,6,1,0,1,405,446,0.475910693,1,1
945,3,1,1,0,219,209,0.511682243,1,1
946,6,1,0,1,405,447,0.475352113,1,1
947,3,1,1,0,220,209,0.512820513,1,1
948,6,1,1,0,406,447,0.475967175,1,1
949,3,1,1,0,221,209,0.513953488,1,1
951,3,1,1,0,222,209,0.515081206,1,1
952,6,1,1,0,407,447,0.476580796,1,1
953,3,1,1,0,223,209,0.516203704,1,1
955,6,1,0,1,407,448,0.476023392,1,1
956,6,1,0,1,407,449,0.47546729,1,1
958,3,1,1,0,224,209,0.517321016,1,1
959,6,1,1,0,408,449,0.476079347,1,1
960,6,1,1,0,409,449,0.476689977,1,1
961,3,1,1,0,225,209,0.51843318,1,1
962,3,1,1,0,226,209,0.51954023,1,1
964,6,1,0,1,409,450,0.476135041,1,1
965,6,1,0,1,409,451,0.475581395,1,1
967,3,1,1,0,227,209,0.520642202,1,1
968,6,1,0,1,409,452,0.475029036,1,1
969,6,1,0,1,409,453,0.474477958,1,1
970,6,1,1,0,410,453,0.475086906,1,1
972,3,1,0,1,227,210,0.519450801,1,1
974,6,1,0,1,410,454,0.474537037,1,1
975,6,1,1,0,411,454,0.475144509,1,1
976,3,1,1,0,228,210,0.520547945,1,1
977,6,1,1,0,412,454,0.475750577,1,1
978,6,1,1,0,413,454,0.476355248,1,1
979,3,1,1,0,229,210,0.521640091,1,1
980,6,1,0,1,413,455,0.475806452,1,1
982,6,1,0,1,413,456,0.475258918,1,1
983,3,1,0,1,229,211,0.520454545,1,1
984,6,1,1,0,414,456,0.475862069,1,1
985,6,1,1,0,415,456,0.476463835,1,1
986,3,1,0,1,229,212,0.519274376,1,1
988,3,1,0,1,229,213,0.518099548,1,1
989,6,1,0,1,415,457,0.475917431,1,1
990,3,1,1,0,230,213,0.519187359,1,1
992,6,1,1,0,416,457,0.476517755,1,1
993,3,1,1,0,231,213,0.52027027,1,1
995,6,1,1,0,417,457,0.477116705,1,1
997,6,1,0,1,417,458,0.476571429,1,1
998,3,1,1,0,232,213,0.521348315,1,1
1000,6,1,1,0,418,458,0.47716895,1,1
1001,6,1,0,1,418,459,0.476624857,1,1
1002,3,1,1,0,233,213,0.522421525,1,1
1003,6,1,1,0,419,459,0.477220957,1,1
1004,6,1,1,0,420,459,0.4778157,1,1
1005,6,1,0,1,420,460,0.477272727,1,1
1006,3,1,0,1,233,214,0.521252796,1,1
1007,6,1,0,1,420,461,0.476730988,1,1
1008,6,1,1,0,421,461,0.477324263,1,1
1009,3,1,1,0,234,214,0.522321429,1,1
1010,6,1,1,0,422,461,0.477916195,1,1
1011,3,1,0,1,234,215,0.521158129,1,1
1012,3,1,0,1,234,216,0.52,1,1
1013,6,1,0,1,422,462,0.477375566,1,1
1014,6,1,1,0,423,462,0.477966102,1,1
1016,6,1,1,0,424,462,0.478555305,1,1
1018,6,1,1,0,425,462,0.479143179,1,1
1020,3,1,1,0,235,216,0.521064302,1,1
1021,6,1,1,0,426,462,0.47972973,1,1
1022,3,1,1,0,236,216,0.522123894,1,1
1024,6,1,0,1,426,463,0.479190101,1,1
1026,6,1,0,1,426,464,0.478651685,1,1
1027,6,1,0,1,426,465,0.478114478,1,1
1028,6,1,0,1,426,466,0.477578475,1,1
1029,3,1,1,0,237,216,0.523178808,1,1
1030,6,1,0,1,426,467,0.477043673,1,1
1032,6,1,0,1,426,468,0.476510067,1,1
1034,3,1,0,1,237,217,0.522026432,1,1
1037,6,1,1,0,427,468,0.477094972,1,1
1038,6,1,0,1,427,469,0.4765625,1,1
1039,3,1,1,0,238,217,0.523076923,1,1
1040,6,1,1,0,428,469,0.477146042,1,1
1041,6,1,1,0,429,469,0.477728285,1,1
1042,3,1,1,0,239,217,0.524122807,1,1
1043,6,1,0,1,429,470,0.477196885,1,1
1044,6,1,0,1,429,471,0.476666667,1,1
1048,6,1,0,1,429,472,0.476137625,1,1
1049,6,1,1,0,430,472,0.476718404,1,1
1050,6,1,0,1,430,473,0.476190476,1,1
1051,3,1,1,0,240,217,0.525164114,1,1
1052,6,1,1,0,431,473,0.476769912,1,1
1053,6,1,1,0,432,473,0.477348066,1,1
1054,3,1,1,0,241,217,0.526200873,1,1
1056,6,1,0,1,432,474,0.476821192,1,1
1057,6,1,1,0,433,474,0.477398015,1,1
1058,3,1,0,1,241,218,0.525054466,1,1
1059,6,1,1,0,434,474,0.477973568,1,1
1060,3,1,1,0,242,218,0.526086957,1,1
1061,6,1,1,0,435,474,0.478547855,1,1
1062,6,1,0,1,435,475,0.478021978,1,1
1063,3,1,1,0,243,218,0.527114967,1,1
1064,6,1,0,1,435,476,0.477497256,1,1
1065,3,1,1,0,244,218,0.528138528,1,1
1067,6,1,0,1,435,477,0.476973684,1,1
1068,6,1,1,0,436,477,0.47754655,1,1
1069,3,1,0,1,244,219,0.52699784,1,1
1070,6,1,0,1,436,478,0.47702407,1,1
1071,6,1,1,0,437,478,0.477595628,1,1
1072,3,1,0,1,244,220,0.525862069,1,1
1073,6,1,1,0,438,478,0.478165939,1,1
1074,6,1,0,1,438,479,0.477644493,1,1
1076,3,1,0,1,244,221,0.524731183,1,1
1078,6,1,1,0,439,479,0.478213508,1,1
1079,3,1,0,1,244,222,0.52360515,1,1
1080,6,1,0,1,439,480,0.477693145,1,1
1082,6,1,1,0,440,480,0.47826087,1,1
1085,3,1,0,1,244,223,0.52248394,1,1
1086,6,1,1,0,441,480,0.478827362,1,1
1087,3,1,0,1,244,224,0.521367521,1,1
1088,6,1,1,0,442,480,0.479392625,1,1
1089,6,1,1,0,443,480,0.479956663,1,1
1090,6,1,1,0,444,480,0.480519481,1,1
1094,6,1,1,0,445,480,0.481081081,1,1
1096,3,1,1,0,245,224,0.52238806,1,1
1097,6,1,0,1,445,481,0.480561555,1,1
1098,6,1,1,0,446,481,0.481121899,1,1
1099,3,1,0,1,245,225,0.521276596,1,1
1100,6,1,1,0,447,481,0.481681034,1,1
1101,6,1,1,0,448,481,0.482238967,1,1
1102,3,1,1,0,246,225,0.522292994,1,1
1103,6,1,1,0,449,481,0.482795699,1,1
1105,6,1,1,0,450,481,0.483351235,1,1
1106,3,1,0,1,246,226,0.521186441,1,1
1109,6,1,1,0,451,481,0.483905579,1,1
1110,6,1,0,1,451,482,0.483386924,1,1
1111,6,1,0,1,451,483,0.482869379,1,1
1112,3,1,1,0,247,226,0.522198732,1,1
1114,6,1,0,1,451,484,0.482352941,1,1
1115,3,1,1,0,248,226,0.523206751,1,1
1116,6,1,1,0,452,484,0.482905983,1,1
1120,6,1,0,1,452,485,0.482390608,1,1
1122,3,1,1,0,249,226,0.524210526,1,1
1124,6,1,0,1,452,486,0.481876333,1,1
1125,6,1,1,0,453,486,0.482428115,1,1
1126,3,1,0,1,249,227,0.523109244,1,1
1127,6,1,1,0,454,486,0.482978723,1,1
1129,3,1,1,0,250,227,0.524109015,1,1
1131,6,1,0,1,454,487,0.482465462,1,1
1132,3,1,1,0,251,227,0.525104603,1,1
1133,6,1,0,1,454,488,0.481953291,1,1
1134,3,1,0,1,251,228,0.524008351,1,1
1135,6,1,1,0,455,488,0.482502651,1,1
1136,3,1,1,0,252,228,0.525,1,1
1139,6,1,1,0,456,488,0.483050847,1,1
1141,6,1,0,1,456,489,0.482539683,1,1
1143,3,1,0,1,252,229,0.523908524,1,1
1144,6,1,1,0,457,489,0.483086681,1,1
1145,3,1,0,1,252,230,0.522821577,1,1
1146,6,1,0,1,457,490,0.482576558,1,1
1147,3,1,1,0,253,230,0.523809524,1,1
1149,6,1,0,1,457,491,0.482067511,1,1
1150,3,1,0,1,253,231,0.522727273,1,1
1153,6,1,1,0,458,491,0.482613277,1,1
1154,6,1,0,1,458,492,0.482105263,1,1
1156,3,1,1,0,254,231,0.52371134,1,1
1159,6,1,1,0,459,492,0.482649842,1,1
1160,6,1,1,0,460,492,0.483193277,1,1
1161,6,1,0,1,460,493,0.482686254,1,1
1162,6,1,1,0,461,493,0.483228512,1,1
1163,3,1,1,0,255,231,0.524691358,1,1
1165,6,1,1,0,462,493,0.483769634,1,1
1166,6,1,1,0,463,493,0.484309623,1,1
1167,3,1,0,1,255,232,0.523613963,1,1
1168,6,1,0,1,463,494,0.483803553,1,1
1169,3,1,1,0,256,232,0.524590164,1,1
1170,6,1,0,1,463,495,0.483298539,1,1
1171,6,1,1,0,464,495,0.483837331,1,1
1172,3,1,1,0,257,232,0.525562372,1,1
1173,6,1,1,0,465,495,0.484375,1,1
1174,6,1,1,0,466,495,0.48491155,1,1
1175,3,1,1,0,258,232,0.526530612,1,1
1177,6,1,0,1,466,496,0.484407484,1,1
1178,6,1,0,1,466,497,0.483904465,1,1
1179,6,1,1,0,467,497,0.484439834,1,1
1180,3,1,0,1,258,233,0.525458248,1,1
1181,6,1,0,1,467,498,0.483937824,1,1
1182,3,1,1,0,259,233,0.526422764,1,1
1183,6,1,1,0,468,498,0.48447205,1,1
1184,6,1,0,1,468,499,0.483971044,1,1
1185,3,1,0,1,259,234,0.52535497,1,1
1186,6,1,1,0,469,499,0.484504132,1,1
1187,6,1,1,0,470,499,0.48503612,1,1
1188,3,1,0,1,259,235,0.524291498,1,1
1190,6,1,0,1,470,500,0.484536082,1,1
1192,6,1,1,0,471,500,0.485066941,1,1
1193,3,1,1,0,260,235,0.525252525,1,1
1194,6,1,0,1,471,501,0.484567901,1,1
1195,6,1,0,1,471,502,0.484069887,1,1
1196,3,1,1,0,261,235,0.526209677,1,1
1197,6,1,1,0,472,502,0.484599589,1,1
1200,6,1,1,0,473,502,0.485128205,1,1
1201,6,1,1,0,474,502,0.485655738,1,1
1203,6,1,0,1,474,503,0.485158649,1,1
1204,6,1,1,0,475,503,0.485685072,1,1
1205,6,1,1,0,476,503,0.486210419,1,1
1206,3,1,0,1,261,236,0.525150905,1,1
1207,6,1,1,0,477,503,0.486734694,1,1
1208,6,1,0,1,477,504,0.486238532,1,1
1209,6,1,1,0,478,504,0.486761711,1,1
1210,6,1,0,1,478,505,0.486266531,1,1
1211,3,1,1,0,262,236,0.526104418,1,1
1212,6,1,0,1,478,506,0.485772358,1,1
1213,6,1,1,0,479,506,0.486294416,1,1
1214,6,1,1,0,480,506,0.486815416,1,1
1215,3,1,1,0,263,236,0.527054108,1,1
1217,6,1,0,1,480,507,0.486322188,1,1
1219,3,1,0,1,263,237,0.526,1,1
1220,6,1,0,1,480,508,0.48582996,1,1
1221,6,1,0,1,480,509,0.485338726,1,1
1222,6,1,0,1,480,510,0.484848485,1,1
1223,6,1,0,1,480,511,0.484359233,1,1
1226,6,1,1,0,481,511,0.484879032,1,1
1228,6,1,1,0,482,511,0.485397784,1,1
1230,3,1,0,1,263,238,0.5249501,1,1
1233,6,1,1,0,483,511,0.485915493,1,1
1234,6,1,0,1,483,512,0.485427136,1,1
1235,6,1,0,1,483,513,0.484939759,1,1
1237,6,1,1,0,484,513,0.485456369,1,1
1238,6,1,0,1,484,514,0.48496994,1,1
1242,3,1,0,1,263,239,0.523904382,1,1
1243,6,1,1,0,485,514,0.485485485,1,1
1244,6,1,0,1,485,515,0.485,1,1
1245,3,1,1,0,264,239,0.524850895,1,1
1246,3,1,0,1,264,240,0.523809524,1,1
1247,6,1,0,1,485,516,0.484515485,1,1
1248,3,1,0,1,264,241,0.522772277,1,1
1249,6,1,0,1,485,517,0.484031936,1,1
1250,6,1,1,0,486,517,0.484546361,1,1
1252,3,1,0,1,264,242,0.52173913,1,1
1253,6,1,0,1,486,518,0.484063745,1,1
1254,6,1,1,0,487,518,0.484577114,1,1
1255,3,1,1,0,265,242,0.522682446,1,1
1256,6,1,1,0,488,518,0.485089463,1,1
1257,3,1,0,1,265,243,0.521653543,1,1
1258,6,1,1,0,489,518,0.485600794,1,1
1260,3,1,1,0,266,243,0.52259332,1,1
1261,6,1,0,1,489,519,0.485119048,1,1
1263,6,1,0,1,489,520,0.484638256,1,1
1264,3,1,0,1,266,244,0.521568627,1,1
1265,6,1,1,0,490,520,0.485148515,1,1
1266,6,1,1,0,491,520,0.485657765,1,1
1269,3,1,1,0,267,244,0.522504892,1,1
1270,6,1,0,1,491,521,0.485177866,1,1
1271,6,1,0,1,491,522,0.484698914,1,1
1272,3,1,0,1,267,245,0.521484375,1,1
1273,6,1,1,0,492,522,0.485207101,1,1
1274,6,1,1,0,493,522,0.485714286,1,1
1275,3,1,1,0,268,245,0.522417154,1,1
1276,6,1,1,0,494,522,0.486220472,1,1
1277,6,1,1,0,495,522,0.486725664,1,1
1278,3,1,1,0,269,245,0.523346304,1,1
1279,6,1,1,0,496,522,0.487229862,1,1
1280,6,1,0,1,496,523,0.486751717,1,1
1281,3,1,0,1,269,246,0.522330097,1,1
1282,6,1,1,0,497,523,0.487254902,1,1
1283,6,1,1,0,498,523,0.487757101,1,1
1284,3,1,0,1,269,247,0.521317829,1,1
1285,6,1,0,1,498,524,0.487279843,1,1
1287,6,1,1,0,499,524,0.487781036,1,1
1289,6,1,0,1,499,525,0.487304688,1,1
1291,6,1,0,1,499,526,0.486829268,1,1
1292,3,1,0,1,269,248,0.520309478,1,1
1293,6,1,0,1,499,527,0.486354776,1,1
1294,3,1,1,0,270,248,0.521235521,1,1
1296,6,1,1,0,500,527,0.486854917,1,1
1297,3,1,0,1,270,249,0.520231214,1,1
1298,6,1,1,0,501,527,0.487354086,1,1
1299,6,1,1,0,502,527,0.487852284,1,1
1301,6,1,1,0,503,527,0.488349515,1,1
1302,6,1,0,1,503,528,0.487875849,1,1
1303,6,1,1,0,504,528,0.488372093,1,1
1304,6,1,0,1,504,529,0.487899322,1,1
1306,6,1,0,1,504,530,0.487427466,1,1
1310,3,1,1,0,271,249,0.521153846,1,1
1311,6,1,0,1,504,531,0.486956522,1,1
1312,3,1,1,0,272,249,0.522072937,1,1
1313,6,1,1,0,505,531,0.487451737,1,1
1314,3,1,1,0,273,249,0.522988506,1,1
1317,6,1,1,0,506,531,0.487945998,1,1
1318,6,1,0,1,506,532,0.487475915,1,1
1319,3,1,1,0,274,249,0.523900574,1,1
1320,6,1,0,1,506,533,0.487006737,1,1
1321,3,1,1,0,275,249,0.52480916,1,1
1322,6,1,0,1,506,534,0.486538462,1,1
1323,6,1,1,0,507,534,0.4870317,1,1
1324,3,1,0,1,275,250,0.523809524,1,1
1325,6,1,0,1,507,535,0.486564299,1,1
1326,6,1,1,0,508,535,0.487056568,1,1
1327,3,1,1,0,276,250,0.524714829,1,1
1328,6,1,1,0,509,535,0.487547893,1,1
1329,6,1,0,1,509,536,0.48708134,1,1
1330,3,1,1,0,277,250,0.525616698,1,1
1331,6,1,1,0,510,536,0.487571702,1,1
1333,6,1,0,1,510,537,0.487106017,1,1
1334,3,1,0,1,277,251,0.524621212,1,1
1335,6,1,0,1,510,538,0.486641221,1,1
1336,6,1,1,0,511,538,0.487130601,1,1
1338,3,1,0,1,277,252,0.52362949,1,1
1340,6,1,0,1,511,539,0.486666667,1,1
1343,6,1,1,0,512,539,0.48715509,1,1
1344,3,1,1,0,278,252,0.524528302,1,1
1345,6,1,0,1,512,540,0.486692015,1,1
1346,6,1,0,1,512,541,0.48622982,1,1
1348,3,1,0,1,278,253,0.52354049,1,1
1349,6,1,1,0,513,541,0.486717268,1,1
1350,3,1,1,0,279,253,0.52443609,1,1
1353,6,1,1,0,514,541,0.487203791,1,1
1355,6,1,0,1,514,542,0.486742424,1,1
1356,6,1,0,1,514,543,0.48628193,1,1
1357,6,1,1,0,515,543,0.486767486,1,1
1358,3,1,1,0,280,253,0.52532833,1,1
1360,6,1,1,0,516,543,0.487252125,1,1
1361,6,1,0,1,516,544,0.486792453,1,1
1362,3,1,0,1,280,254,0.524344569,1,1
1363,6,1,1,0,517,544,0.487276155,1,1
1364,6,1,0,1,517,545,0.486817326,1,1
1365,3,1,1,0,281,254,0.525233645,1,1
1366,6,1,0,1,517,546,0.48635936,1,1
1367,3,1,1,0,282,254,0.526119403,1,1
1368,6,1,0,1,517,547,0.485902256,1,1
1369,6,1,1,0,518,547,0.486384977,1,1
1370,3,1,0,1,282,255,0.525139665,1,1
1371,6,1,0,1,518,548,0.485928705,1,1
1372,6,1,0,1,518,549,0.48547329,1,1
1373,6,1,0,1,518,550,0.485018727,1,1
1374,6,1,1,0,519,550,0.485500468,1,1
1376,3,1,1,0,283,255,0.526022305,1,1
1377,6,1,0,1,519,551,0.485046729,1,1
1378,3,1,0,1,283,256,0.525046382,1,1
1379,6,1,1,0,520,551,0.485527544,1,1
1380,3,1,1,0,284,256,0.525925926,1,1
1381,6,1,1,0,521,551,0.486007463,1,1
1382,6,1,0,1,521,552,0.48555452,1,1
1383,3,1,0,1,284,257,0.524953789,1,1
1384,3,1,0,1,284,258,0.52398524,1,1
1386,6,1,1,0,522,552,0.48603352,1,1
1387,6,1,1,0,523,552,0.486511628,1,1
1388,6,1,1,0,524,552,0.486988848,1,1
1389,6,1,0,1,524,553,0.486536676,1,1
1390,3,1,0,1,284,259,0.523020258,1,1
1391,6,1,0,1,524,554,0.486085343,1,1
1392,3,1,1,0,285,259,0.523897059,1,1
1394,6,1,1,0,525,554,0.486561631,1,1
1396,6,1,1,0,526,554,0.487037037,1,1
1397,6,1,0,1,526,555,0.486586494,1,1
1400,3,1,1,0,286,259,0.524770642,1,1
1401,6,1,0,1,526,556,0.486136784,1,1
1402,6,1,0,1,526,557,0.485687904,1,1
1403,3,1,1,0,287,259,0.525641026,1,1
1404,6,1,1,0,527,557,0.486162362,1,1
1406,6,1,0,1,527,558,0.485714286,1,1
1407,3,1,1,0,288,259,0.526508227,1,1
1409,6,1,1,0,528,558,0.486187845,1,1
1410,3,1,0,1,288,260,0.525547445,1,1
1411,6,1,0,1,528,559,0.48574057,1,1
1412,6,1,0,1,528,560,0.485294118,1,1
1413,6,1,1,0,529,560,0.485766758,1,1
1414,6,1,0,1,529,561,0.485321101,1,1
1417,6,1,0,1,529,562,0.48487626,1,1
1418,3,1,0,1,288,261,0.524590164,1,1
1419,6,1,1,0,530,562,0.485347985,1,1
1420,6,1,1,0,531,562,0.485818847,1,1
1421,3,1,0,1,288,262,0.523636364,1,1
1422,6,1,1,0,532,562,0.486288848,1,1
1423,6,1,0,1,532,563,0.485844749,1,1
1424,6,1,1,0,533,563,0.486313869,1,1
1425,6,1,1,0,534,563,0.486782133,1,1
1427,6,1,1,0,535,563,0.487249545,1,1
1428,6,1,1,0,536,563,0.487716106,1,1
1429,6,1,0,1,536,564,0.487272727,1,1
1430,6,1,0,1,536,565,0.486830154,1,1
1431,3,1,1,0,289,262,0.524500907,1,1
1433,6,1,0,1,536,566,0.486388385,1,1
1434,6,1,0,1,536,567,0.485947416,1,1
1435,6,1,1,0,537,567,0.486413043,1,1
1436,6,1,0,1,537,568,0.485972851,1,1
1437,3,1,0,1,289,263,0.523550725,1,1
1438,6,1,0,1,537,569,0.485533454,1,1
