Time Instance,Trustor,Trustee,Pack_f,Pack_d,Pack_f Count,Pack_d Count,pdr,Frd1,CoI_id
364,6,1,0,1,184,198,0.481675393,1,1
364,6,1,1,0,185,198,0.483028721,1,1
365,6,1,0,1,185,199,0.481770833,1,1
365,6,1,1,0,186,199,0.483116883,1,1
366,3,1,1,0,105,91,0.535714286,1,1
367,6,1,0,1,186,200,0.481865285,1,1
367,3,1,0,1,105,92,0.532994924,1,1
368,6,1,0,1,186,201,0.480620155,1,1
368,6,1,1,0,187,201,0.481958763,1,1
369,3,1,1,0,106,92,0.535353535,1,1
370,6,1,0,1,187,202,0.480719794,1,1
370,6,1,0,1,187,203,0.479487179,1,1
371,6,1,1,0,188,203,0.480818414,1,1
371,6,1,1,0,189,203,0.482142857,1,1
372,3,1,1,0,107,92,0.537688442,1,1
372,6,1,1,0,190,203,0.48346056,1,1
373,6,1,0,1,190,204,0.482233503,1,1
374,3,1,0,1,107,93,0.535,1,1
375,6,1,1,0,191,204,0.483544304,1,1
375,3,1,0,1,107,94,0.532338308,1,1
376,6,1,1,0,192,204,0.484848485,1,1
376,6,1,1,0,193,204,0.486146096,1,1
377,6,1,1,0,194,204,0.487437186,1,1
377,3,1,0,1,107,95,0.52970297,1,1
378,6,1,1,0,195,204,0.488721805,1,1
378,6,1,1,0,196,204,0.49,1,1
379,3,1,1,0,108,95,0.532019704,1,1
380,6,1,0,1,196,205,0.488778055,1,1
381,6,1,1,0,197,205,0.490049751,1,1
381,3,1,0,1,108,96,0.529411765,1,1
382,6,1,0,1,197,206,0.488833747,1,1
384,6,1,0,1,197,207,0.487623762,1,1
384,3,1,1,0,109,96,0.531707317,1,1
385,6,1,0,1,197,208,0.486419753,1,1
386,6,1,0,1,197,209,0.485221675,1,1
386,6,1,0,1,197,210,0.484029484,1,1
387,6,1,1,0,198,210,0.485294118,1,1
387,3,1,0,1,109,97,0.529126214,1,1
388,6,1,0,1,198,211,0.484107579,1,1
388,6,1,0,1,198,212,0.482926829,1,1
390,6,1,0,1,198,213,0.481751825,1,1
391,6,1,1,0,199,213,0.483009709,1,1
391,3,1,0,1,109,98,0.526570048,1,1
392,6,1,1,0,200,213,0.484261501,1,1
393,3,1,1,0,110,98,0.528846154,1,1
393,6,1,0,1,200,214,0.483091787,1,1
394,6,1,0,1,200,215,0.481927711,1,1
394,3,1,0,1,110,99,0.526315789,1,1
395,6,1,1,0,201,215,0.483173077,1,1
395,6,1,1,0,202,215,0.48441247,1,1
396,3,1,0,1,110,100,0.523809524,1,1
397,6,1,0,1,202,216,0.483253589,1,1
397,6,1,0,1,202,217,0.482100239,1,1
398,6,1,0,1,202,218,0.480952381,1,1
399,3,1,0,1,110,101,0.521327014,1,1
400,6,1,0,1,202,219,0.479809976,1,1
400,3,1,1,0,111,101,0.523584906,1,1
401,6,1,1,0,203,219,0.481042654,1,1
402,3,1,0,1,111,102,0.521126761,1,1
403,6,1,1,0,204,219,0.482269504,1,1
403,3,1,0,1,111,103,0.518691589,1,1
404,6,1,0,1,204,220,0.481132075,1,1
405,6,1,0,1,204,221,0.48,1,1
405,3,1,1,0,112,103,0.520930233,1,1
407,6,1,0,1,204,222,0.478873239,1,1
407,6,1,0,1,204,223,0.477751756,1,1
408,6,1,1,0,205,223,0.478971963,1,1
408,3,1,0,1,112,104,0.518518519,1,1
409,6,1,0,1,205,224,0.477855478,1,1
409,3,1,1,0,113,104,0.520737327,1,1
410,6,1,0,1,205,225,0.476744186,1,1
411,6,1,0,1,205,226,0.475638051,1,1
411,3,1,1,0,114,104,0.52293578,1,1
412,6,1,0,1,205,227,0.474537037,1,1
412,6,1,1,0,206,227,0.475750577,1,1
413,6,1,0,1,206,228,0.474654378,1,1
413,6,1,0,1,206,229,0.473563218,1,1
414,6,1,0,1,206,230,0.472477064,1,1
414,6,1,0,1,206,231,0.471395881,1,1
415,3,1,0,1,114,105,0.520547945,1,1
415,6,1,0,1,206,232,0.470319635,1,1
416,6,1,0,1,206,233,0.469248292,1,1
416,3,1,0,1,114,106,0.518181818,1,1
417,6,1,0,1,206,234,0.468181818,1,1
417,6,1,1,0,207,234,0.469387755,1,1
418,3,1,0,1,114,107,0.515837104,1,1
419,6,1,0,1,207,235,0.468325792,1,1
420,3,1,0,1,114,108,0.513513514,1,1
420,6,1,0,1,207,236,0.467268623,1,1
421,6,1,0,1,207,237,0.466216216,1,1
421,6,1,0,1,207,238,0.465168539,1,1
422,3,1,0,1,114,109,0.511210762,1,1
424,6,1,0,1,207,239,0.464125561,1,1
424,6,1,0,1,207,240,0.463087248,1,1
425,3,1,1,0,115,109,0.513392857,1,1
425,6,1,0,1,207,241,0.462053571,1,1
426,6,1,0,1,207,242,0.461024499,1,1
426,6,1,0,1,207,243,0.46,1,1
427,6,1,0,1,207,244,0.458980044,1,1
428,3,1,1,0,116,109,0.515555556,1,1
428,6,1,0,1,207,245,0.457964602,1,1
429,3,1,0,1,116,110,0.513274336,1,1
429,6,1,1,0,208,245,0.459161148,1,1
430,6,1,1,0,209,245,0.460352423,1,1
431,3,1,1,0,117,110,0.515418502,1,1
431,6,1,0,1,209,246,0.459340659,1,1
432,6,1,1,0,210,246,0.460526316,1,1
432,6,1,1,0,211,246,0.461706783,1,1
433,6,1,1,0,212,246,0.462882096,1,1
434,3,1,1,0,118,110,0.51754386,1,1
434,6,1,1,0,213,246,0.464052288,1,1
435,3,1,1,0,119,110,0.519650655,1,1
435,6,1,0,1,213,247,0.463043478,1,1
436,3,1,0,1,119,111,0.517391304,1,1
436,6,1,1,0,214,247,0.464208243,1,1
437,6,1,0,1,214,248,0.463203463,1,1
437,3,1,0,1,119,112,0.515151515,1,1
438,6,1,0,1,214,249,0.462203024,1,1
439,6,1,1,0,215,249,0.463362069,1,1
440,6,1,0,1,215,250,0.462365591,1,1
440,6,1,0,1,215,251,0.461373391,1,1
441,3,1,0,1,119,113,0.512931034,1,1
441,6,1,1,0,216,251,0.462526767,1,1
442,6,1,0,1,216,252,0.461538462,1,1
442,3,1,0,1,119,114,0.510729614,1,1
443,6,1,0,1,216,253,0.460554371,1,1
444,6,1,1,0,217,253,0.461702128,1,1
445,6,1,1,0,218,253,0.462845011,1,1
445,3,1,0,1,119,115,0.508547009,1,1
446,6,1,0,1,218,254,0.461864407,1,1
447,6,1,1,0,219,254,0.463002114,1,1
447,6,1,0,1,219,255,0.462025316,1,1
449,3,1,1,0,120,115,0.510638298,1,1
449,6,1,1,0,220,255,0.463157895,1,1
450,3,1,0,1,120,116,0.508474576,1,1
450,6,1,0,1,220,256,0.462184874,1,1
451,6,1,0,1,220,257,0.461215933,1,1
452,3,1,1,0,121,116,0.510548523,1,1
453,6,1,1,0,221,257,0.462343096,1,1
454,3,1,0,1,121,117,0.508403361,1,1
455,6,1,0,1,221,258,0.461377871,1,1
456,3,1,0,1,121,118,0.506276151,1,1
457,6,1,1,0,222,258,0.4625,1,1
459,3,1,0,1,121,119,0.504166667,1,1
460,6,1,1,0,223,258,0.463617464,1,1
460,3,1,0,1,121,120,0.502074689,1,1
461,6,1,0,1,223,259,0.462655602,1,1
461,6,1,0,1,223,260,0.461697723,1,1
462,3,1,0,1,121,121,0.5,1,1
463,6,1,1,0,224,260,0.462809917,1,1
464,3,1,1,0,122,121,0.502057613,1,1
465,6,1,0,1,224,261,0.46185567,1,1
465,3,1,1,0,123,121,0.504098361,1,1
466,6,1,1,0,225,261,0.462962963,1,1
467,3,1,0,1,123,122,0.502040816,1,1
467,6,1,1,0,226,261,0.464065708,1,1
468,6,1,1,0,227,261,0.465163934,1,1
469,3,1,0,1,123,123,0.5,1,1
469,6,1,0,1,227,262,0.464212679,1,1
470,6,1,1,0,228,262,0.465306122,1,1
470,6,1,1,0,229,262,0.466395112,1,1
471,3,1,1,0,124,123,0.502024291,1,1
471,6,1,1,0,230,262,0.467479675,1,1
473,3,1,1,0,125,123,0.504032258,1,1
473,6,1,0,1,230,263,0.46653144,1,1
474,3,1,1,0,126,123,0.506024096,1,1
475,6,1,0,1,230,264,0.465587045,1,1
475,3,1,1,0,127,123,0.508,1,1
476,3,1,1,0,128,123,0.509960159,1,1
476,6,1,1,0,231,264,0.466666667,1,1
477,6,1,0,1,231,265,0.465725806,1,1
478,3,1,0,1,128,124,0.507936508,1,1
478,6,1,1,0,232,265,0.466800805,1,1
479,6,1,1,0,233,265,0.467871486,1,1
479,6,1,0,1,233,266,0.466933868,1,1
480,6,1,0,1,233,267,0.466,1,1
480,6,1,0,1,233,268,0.46506986,1,1
481,3,1,1,0,129,124,0.509881423,1,1
481,6,1,0,1,233,269,0.464143426,1,1
482,6,1,1,0,234,269,0.465208748,1,1
482,3,1,1,0,130,124,0.511811024,1,1
483,6,1,0,1,234,270,0.464285714,1,1
483,6,1,1,0,235,270,0.465346535,1,1
484,6,1,1,0,236,270,0.466403162,1,1
484,3,1,1,0,131,124,0.51372549,1,1
485,6,1,1,0,237,270,0.467455621,1,1
485,6,1,0,1,237,271,0.466535433,1,1
486,3,1,1,0,132,124,0.515625,1,1
486,6,1,1,0,238,271,0.467583497,1,1
487,3,1,0,1,132,125,0.513618677,1,1
489,3,1,0,1,132,126,0.511627907,1,1
489,6,1,0,1,238,272,0.466666667,1,1
490,3,1,0,1,132,127,0.50965251,1,1
490,6,1,0,1,238,273,0.465753425,1,1
491,6,1,1,0,239,273,0.466796875,1,1
493,6,1,1,0,240,273,0.467836257,1,1
493,3,1,0,1,132,128,0.507692308,1,1
494,6,1,0,1,240,274,0.46692607,1,1
494,6,1,1,0,241,274,0.467961165,1,1
495,3,1,1,0,133,128,0.509578544,1,1
496,6,1,0,1,241,275,0.467054264,1,1
496,6,1,0,1,241,276,0.46615087,1,1
497,3,1,0,1,133,129,0.507633588,1,1
497,6,1,1,0,242,276,0.467181467,1,1
498,3,1,0,1,133,130,0.505703422,1,1
498,6,1,0,1,242,277,0.46628131,1,1
499,6,1,1,0,243,277,0.467307692,1,1
499,3,1,1,0,134,130,0.507575758,1,1
500,6,1,0,1,243,278,0.466410749,1,1
500,3,1,0,1,134,131,0.505660377,1,1
502,6,1,0,1,243,279,0.465517241,1,1
502,6,1,0,1,243,280,0.464627151,1,1
503,3,1,1,0,135,131,0.507518797,1,1
503,6,1,0,1,243,281,0.463740458,1,1
505,6,1,1,0,244,281,0.464761905,1,1
505,3,1,1,0,136,131,0.509363296,1,1
506,6,1,0,1,244,282,0.463878327,1,1
507,3,1,0,1,136,132,0.507462687,1,1
507,6,1,0,1,244,283,0.462998102,1,1
508,6,1,1,0,245,283,0.464015152,1,1
509,6,1,0,1,245,284,0.463137996,1,1
509,3,1,0,1,136,133,0.505576208,1,1
510,6,1,1,0,246,284,0.464150943,1,1
510,6,1,0,1,246,285,0.463276836,1,1
511,3,1,1,0,137,133,0.507407407,1,1
511,6,1,0,1,246,286,0.462406015,1,1
513,6,1,1,0,247,286,0.463414634,1,1
513,3,1,1,0,138,133,0.509225092,1,1
515,6,1,1,0,248,286,0.464419476,1,1
515,6,1,0,1,248,287,0.463551402,1,1
516,3,1,0,1,138,134,0.507352941,1,1
516,6,1,1,0,249,287,0.464552239,1,1
517,3,1,1,0,139,134,0.509157509,1,1
518,6,1,1,0,250,287,0.465549348,1,1
518,3,1,1,0,140,134,0.510948905,1,1
519,6,1,0,1,250,288,0.464684015,1,1
519,3,1,0,1,140,135,0.509090909,1,1
520,6,1,0,1,250,289,0.463821892,1,1
520,3,1,0,1,140,136,0.507246377,1,1
521,6,1,0,1,250,290,0.462962963,1,1
521,3,1,1,0,141,136,0.509025271,1,1
522,6,1,1,0,251,290,0.463955638,1,1
524,6,1,0,1,251,291,0.463099631,1,1
524,3,1,0,1,141,137,0.507194245,1,1
525,6,1,1,0,252,291,0.464088398,1,1
525,3,1,1,0,142,137,0.508960573,1,1
526,6,1,0,1,252,292,0.463235294,1,1
526,6,1,0,1,252,293,0.462385321,1,1
527,3,1,1,0,143,137,0.510714286,1,1
527,6,1,1,0,253,293,0.463369963,1,1
528,6,1,1,0,254,293,0.464351005,1,1
529,3,1,1,0,144,137,0.512455516,1,1
529,6,1,1,0,255,293,0.465328467,1,1
530,6,1,1,0,256,293,0.466302368,1,1
531,3,1,0,1,144,138,0.510638298,1,1
531,6,1,1,0,257,293,0.467272727,1,1
532,6,1,0,1,257,294,0.466424682,1,1
532,6,1,1,0,258,294,0.467391304,1,1
533,6,1,1,0,259,294,0.46835443,1,1
533,3,1,0,1,144,139,0.508833922,1,1
535,6,1,0,1,259,295,0.467509025,1,1
535,3,1,1,0,145,139,0.51056338,1,1
537,6,1,1,0,260,295,0.468468468,1,1
537,6,1,1,0,261,295,0.46942446,1,1
538,6,1,0,1,261,296,0.468581688,1,1
539,6,1,1,0,262,296,0.46953405,1,1
539,3,1,0,1,145,140,0.50877193,1,1
540,3,1,0,1,145,141,0.506993007,1,1
540,6,1,0,1,262,297,0.468694097,1,1
541,6,1,1,0,263,297,0.469642857,1,1
542,3,1,1,0,146,141,0.508710801,1,1
542,6,1,1,0,264,297,0.470588235,1,1
543,6,1,1,0,265,297,0.471530249,1,1
544,3,1,0,1,146,142,0.506944444,1,1
544,6,1,0,1,265,298,0.470692718,1,1
545,6,1,0,1,265,299,0.469858156,1,1
546,6,1,1,0,266,299,0.47079646,1,1
547,3,1,0,1,146,143,0.505190311,1,1
547,6,1,0,1,266,300,0.469964664,1,1
548,3,1,1,0,147,143,0.506896552,1,1
548,6,1,1,0,267,300,0.470899471,1,1
549,6,1,0,1,267,301,0.470070423,1,1
550,3,1,1,0,148,143,0.508591065,1,1
551,6,1,1,0,268,301,0.471001757,1,1
551,6,1,0,1,268,302,0.470175439,1,1
552,6,1,1,0,269,302,0.471103327,1,1
553,3,1,1,0,149,143,0.510273973,1,1
554,6,1,0,1,269,303,0.47027972,1,1
555,6,1,1,0,270,303,0.471204188,1,1
555,3,1,1,0,150,143,0.511945392,1,1
556,6,1,0,1,270,304,0.470383275,1,1
556,6,1,1,0,271,304,0.471304348,1,1
557,3,1,0,1,150,144,0.510204082,1,1
558,6,1,1,0,272,304,0.472222222,1,1
558,3,1,0,1,150,145,0.508474576,1,1
559,6,1,1,0,273,304,0.473136915,1,1
559,3,1,0,1,150,146,0.506756757,1,1
560,6,1,1,0,274,304,0.474048443,1,1
560,6,1,0,1,274,305,0.473229706,1,1
561,3,1,0,1,150,147,0.505050505,1,1
561,6,1,0,1,274,306,0.472413793,1,1
562,6,1,0,1,274,307,0.471600688,1,1
562,6,1,0,1,274,308,0.470790378,1,1
563,6,1,0,1,274,309,0.469982847,1,1
563,3,1,1,0,151,147,0.506711409,1,1
564,6,1,1,0,275,309,0.470890411,1,1
565,6,1,1,0,276,309,0.471794872,1,1
565,3,1,0,1,151,148,0.505016722,1,1
566,3,1,0,1,151,149,0.503333333,1,1
567,6,1,1,0,277,309,0.472696246,1,1
567,6,1,1,0,278,309,0.473594549,1,1
568,6,1,0,1,278,310,0.472789116,1,1
568,3,1,1,0,152,149,0.504983389,1,1
569,6,1,1,0,279,310,0.473684211,1,1
569,6,1,0,1,279,311,0.472881356,1,1
570,3,1,1,0,153,149,0.506622517,1,1
571,6,1,0,1,279,312,0.472081218,1,1
571,6,1,0,1,279,313,0.471283784,1,1
572,3,1,1,0,154,149,0.508250825,1,1
572,6,1,0,1,279,314,0.470489039,1,1
573,6,1,0,1,279,315,0.46969697,1,1
574,3,1,1,0,155,149,0.509868421,1,1
574,6,1,0,1,279,316,0.468907563,1,1
575,3,1,0,1,155,150,0.508196721,1,1
575,6,1,1,0,280,316,0.469798658,1,1
576,6,1,0,1,280,317,0.469011725,1,1
576,3,1,1,0,156,150,0.509803922,1,1
577,6,1,1,0,281,317,0.469899666,1,1
577,6,1,1,0,282,317,0.470784641,1,1
578,3,1,1,0,157,150,0.511400651,1,1
579,6,1,1,0,283,317,0.471666667,1,1
580,6,1,1,0,284,317,0.472545757,1,1
580,3,1,0,1,157,151,0.50974026,1,1
581,6,1,0,1,284,318,0.471760797,1,1
582,3,1,1,0,158,151,0.511326861,1,1
582,6,1,0,1,284,319,0.470978441,1,1
583,3,1,1,0,159,151,0.512903226,1,1
583,6,1,0,1,284,320,0.470198675,1,1
584,6,1,1,0,285,320,0.47107438,1,1
584,3,1,0,1,159,152,0.511254019,1,1
585,6,1,0,1,285,321,0.47029703,1,1
585,6,1,0,1,285,322,0.469522241,1,1
586,3,1,1,0,160,152,0.512820513,1,1
587,6,1,0,1,285,323,0.46875,1,1
587,3,1,0,1,160,153,0.511182109,1,1
588,6,1,0,1,285,324,0.467980296,1,1
588,6,1,1,0,286,324,0.468852459,1,1
589,6,1,0,1,286,325,0.468085106,1,1
590,6,1,1,0,287,325,0.468954248,1,1
590,3,1,0,1,160,154,0.50955414,1,1
591,6,1,0,1,287,326,0.468189233,1,1
592,6,1,1,0,288,326,0.469055375,1,1
592,3,1,1,0,161,154,0.511111111,1,1
593,6,1,1,0,289,326,0.469918699,1,1
594,3,1,0,1,161,155,0.509493671,1,1
594,6,1,1,0,290,326,0.470779221,1,1
595,3,1,0,1,161,156,0.507886435,1,1
596,6,1,0,1,290,327,0.470016207,1,1
596,3,1,0,1,161,157,0.506289308,1,1
597,6,1,1,0,291,327,0.470873786,1,1
597,6,1,1,0,292,327,0.471728595,1,1
598,6,1,1,0,293,327,0.472580645,1,1
598,6,1,1,0,294,327,0.473429952,1,1
599,6,1,1,0,295,327,0.474276527,1,1
599,6,1,1,0,296,327,0.475120385,1,1
600,3,1,1,0,162,157,0.507836991,1,1
601,6,1,0,1,296,328,0.474358974,1,1
602,3,1,1,0,163,157,0.509375,1,1
602,6,1,0,1,296,329,0.4736,1,1
603,3,1,1,0,164,157,0.510903427,1,1
603,6,1,0,1,296,330,0.47284345,1,1
604,3,1,1,0,165,157,0.51242236,1,1
605,6,1,1,0,297,330,0.473684211,1,1
606,3,1,1,0,166,157,0.513931889,1,1
606,6,1,0,1,297,331,0.472929936,1,1
607,6,1,1,0,298,331,0.473767886,1,1
608,6,1,0,1,298,332,0.473015873,1,1
608,3,1,1,0,167,157,0.515432099,1,1
609,6,1,0,1,298,333,0.472266244,1,1
609,6,1,0,1,298,334,0.471518987,1,1
610,6,1,0,1,298,335,0.470774092,1,1
610,6,1,1,0,299,335,0.471608833,1,1
611,6,1,0,1,299,336,0.470866142,1,1
611,3,1,0,1,167,158,0.513846154,1,1
612,6,1,0,1,299,337,0.470125786,1,1
614,6,1,0,1,299,338,0.469387755,1,1
614,6,1,0,1,299,339,0.468652038,1,1
615,6,1,0,1,299,340,0.467918623,1,1
617,3,1,0,1,167,159,0.512269939,1,1
617,6,1,1,0,300,340,0.46875,1,1
618,6,1,0,1,300,341,0.468018721,1,1
619,6,1,0,1,300,342,0.46728972,1,1
620,6,1,0,1,300,343,0.466562986,1,1
620,3,1,1,0,168,159,0.513761468,1,1
621,6,1,0,1,300,344,0.465838509,1,1
621,6,1,0,1,300,345,0.465116279,1,1
622,6,1,0,1,300,346,0.464396285,1,1
623,3,1,0,1,168,160,0.512195122,1,1
624,6,1,1,0,301,346,0.465224111,1,1
624,6,1,1,0,302,346,0.466049383,1,1
625,3,1,1,0,169,160,0.513677812,1,1
625,6,1,1,0,303,346,0.466872111,1,1
627,3,1,0,1,169,161,0.512121212,1,1
627,6,1,0,1,303,347,0.466153846,1,1
628,6,1,0,1,303,348,0.465437788,1,1
629,6,1,1,0,304,348,0.466257669,1,1
629,6,1,0,1,304,349,0.465543645,1,1
630,3,1,1,0,170,161,0.513595166,1,1
631,6,1,0,1,304,350,0.464831804,1,1
632,6,1,1,0,305,350,0.465648855,1,1
632,3,1,0,1,170,162,0.512048193,1,1
633,6,1,1,0,306,350,0.466463415,1,1
634,6,1,1,0,307,350,0.467275495,1,1
635,3,1,1,0,171,162,0.513513514,1,1
636,6,1,0,1,307,351,0.46656535,1,1
637,3,1,0,1,171,163,0.511976048,1,1
637,6,1,1,0,308,351,0.46737481,1,1
638,6,1,0,1,308,352,0.466666667,1,1
641,3,1,0,1,171,164,0.510447761,1,1
642,6,1,1,0,309,352,0.467473525,1,1
643,3,1,1,0,172,164,0.511904762,1,1
644,6,1,0,1,309,353,0.466767372,1,1
644,6,1,1,0,310,353,0.467571644,1,1
645,3,1,0,1,172,165,0.510385757,1,1
645,6,1,0,1,310,354,0.46686747,1,1
646,6,1,1,0,311,354,0.467669173,1,1
646,3,1,1,0,173,165,0.51183432,1,1
648,3,1,0,1,173,166,0.510324484,1,1
648,6,1,1,0,312,354,0.468468468,1,1
649,6,1,0,1,312,355,0.467766117,1,1
649,3,1,1,0,174,166,0.511764706,1,1
650,6,1,1,0,313,355,0.468562874,1,1
650,3,1,0,1,174,167,0.51026393,1,1
651,6,1,0,1,313,356,0.467862481,1,1
651,6,1,0,1,313,357,0.467164179,1,1
652,3,1,1,0,175,167,0.511695906,1,1
652,6,1,1,0,314,357,0.467958271,1,1
653,6,1,0,1,314,358,0.467261905,1,1
653,3,1,1,0,176,167,0.513119534,1,1
654,6,1,1,0,315,358,0.468053492,1,1
655,3,1,0,1,176,168,0.511627907,1,1
655,6,1,1,0,316,358,0.46884273,1,1
656,6,1,0,1,316,359,0.468148148,1,1
656,3,1,1,0,177,168,0.513043478,1,1
657,6,1,1,0,317,359,0.468934911,1,1
657,6,1,1,0,318,359,0.46971935,1,1
658,3,1,0,1,177,169,0.511560694,1,1
658,6,1,1,0,319,359,0.470501475,1,1
659,3,1,0,1,177,170,0.510086455,1,1
662,6,1,0,1,319,360,0.469808542,1,1
662,3,1,0,1,177,171,0.50862069,1,1
663,6,1,1,0,320,360,0.470588235,1,1
664,6,1,1,0,321,360,0.471365639,1,1
664,3,1,1,0,178,171,0.510028653,1,1
666,6,1,1,0,322,360,0.472140762,1,1
667,3,1,1,0,179,171,0.511428571,1,1
668,6,1,0,1,322,361,0.471449488,1,1
669,6,1,0,1,322,362,0.470760234,1,1
669,3,1,1,0,180,171,0.512820513,1,1
670,6,1,0,1,322,363,0.470072993,1,1
670,6,1,1,0,323,363,0.470845481,1,1
671,6,1,0,1,323,364,0.470160116,1,1
671,3,1,0,1,180,172,0.511363636,1,1
672,6,1,1,0,324,364,0.470930233,1,1
673,3,1,0,1,180,173,0.509915014,1,1
673,6,1,1,0,325,364,0.471698113,1,1
674,6,1,1,0,326,364,0.472463768,1,1
674,3,1,1,0,181,173,0.511299435,1,1
675,6,1,0,1,326,365,0.471780029,1,1
675,3,1,0,1,181,174,0.509859155,1,1
676,6,1,1,0,327,365,0.472543353,1,1
677,3,1,0,1,181,175,0.508426966,1,1
677,6,1,0,1,327,366,0.471861472,1,1
678,6,1,1,0,328,366,0.472622478,1,1
679,6,1,0,1,328,367,0.471942446,1,1
680,6,1,0,1,328,368,0.471264368,1,1
680,3,1,1,0,182,175,0.509803922,1,1
681,6,1,0,1,328,369,0.470588235,1,1
681,6,1,1,0,329,369,0.471346705,1,1
682,3,1,1,0,183,175,0.511173184,1,1
683,6,1,1,0,330,369,0.472103004,1,1
683,6,1,0,1,330,370,0.471428571,1,1
684,3,1,1,0,184,175,0.512534819,1,1
684,6,1,0,1,330,371,0.470756063,1,1
685,6,1,1,0,331,371,0.471509972,1,1
686,3,1,0,1,184,176,0.511111111,1,1
686,6,1,0,1,331,372,0.47083926,1,1
687,6,1,0,1,331,373,0.470170455,1,1
688,6,1,1,0,332,373,0.470921986,1,1
689,6,1,0,1,332,374,0.470254958,1,1
689,3,1,1,0,185,176,0.512465374,1,1
690,6,1,1,0,333,374,0.471004243,1,1
690,6,1,1,0,334,374,0.471751412,1,1
691,3,1,0,1,185,177,0.511049724,1,1
691,6,1,0,1,334,375,0.471086037,1,1
692,6,1,1,0,335,375,0.471830986,1,1
692,6,1,1,0,336,375,0.47257384,1,1
693,6,1,1,0,337,375,0.473314607,1,1
693,3,1,0,1,185,178,0.509641873,1,1
694,6,1,0,1,337,376,0.472650771,1,1
695,6,1,0,1,337,377,0.471988796,1,1
695,3,1,1,0,186,178,0.510989011,1,1
696,6,1,0,1,337,378,0.471328671,1,1
696,6,1,1,0,338,378,0.472067039,1,1
698,3,1,1,0,187,178,0.512328767,1,1
698,6,1,0,1,338,379,0.471408647,1,1
699,3,1,0,1,187,179,0.510928962,1,1
700,6,1,0,1,338,380,0.470752089,1,1
700,3,1,0,1,187,180,0.509536785,1,1
701,6,1,1,0,339,380,0.471488178,1,1
701,6,1,0,1,339,381,0.470833333,1,1
704,6,1,1,0,340,381,0.471567268,1,1
704,6,1,0,1,340,382,0.470914127,1,1
705,6,1,0,1,340,383,0.470262794,1,1
705,6,1,1,0,341,383,0.470994475,1,1
706,6,1,1,0,342,383,0.471724138,1,1
708,6,1,1,0,343,383,0.472451791,1,1
709,6,1,1,0,344,383,0.473177442,1,1
710,6,1,0,1,344,384,0.472527473,1,1
710,3,1,1,0,188,180,0.510869565,1,1
711,6,1,0,1,344,385,0.471879287,1,1
712,6,1,1,0,345,385,0.47260274,1,1
712,3,1,1,0,189,180,0.512195122,1,1
713,6,1,0,1,345,386,0.471956224,1,1
714,3,1,1,0,190,180,0.513513514,1,1
715,6,1,1,0,346,386,0.472677596,1,1
716,6,1,1,0,347,386,0.473396999,1,1
717,6,1,0,1,347,387,0.472752044,1,1
718,3,1,0,1,190,181,0.51212938,1,1
719,6,1,1,0,348,387,0.473469388,1,1
721,6,1,1,0,349,387,0.474184783,1,1
722,6,1,1,0,350,387,0.474898236,1,1
723,3,1,0,1,190,182,0.510752688,1,1
724,6,1,0,1,350,388,0.474254743,1,1
727,6,1,0,1,350,389,0.473612991,1,1
728,6,1,0,1,350,390,0.472972973,1,1
731,6,1,1,0,351,390,0.473684211,1,1
732,3,1,1,0,191,182,0.512064343,1,1
733,6,1,0,1,351,391,0.473045822,1,1
735,3,1,0,1,191,183,0.510695187,1,1
736,6,1,0,1,351,392,0.472409152,1,1
738,3,1,1,0,192,183,0.512,1,1
739,6,1,1,0,352,392,0.47311828,1,1
740,6,1,1,0,353,392,0.473825503,1,1
741,3,1,1,0,193,183,0.513297872,1,1
742,6,1,0,1,353,393,0.473190349,1,1
743,6,1,0,1,353,394,0.472556894,1,1
744,3,1,1,0,194,183,0.514588859,1,1
745,6,1,0,1,353,395,0.471925134,1,1
746,6,1,1,0,354,395,0.472630174,1,1
747,3,1,0,1,194,184,0.513227513,1,1
748,6,1,1,0,355,395,0.473333333,1,1
751,6,1,0,1,355,396,0.472703063,1,1
752,3,1,1,0,195,184,0.514511873,1,1
753,6,1,1,0,356,396,0.473404255,1,1
754,6,1,0,1,356,397,0.472775564,1,1
755,3,1,0,1,195,185,0.513157895,1,1
756,6,1,1,0,357,397,0.473474801,1,1
757,6,1,1,0,358,397,0.474172185,1,1
758,3,1,1,0,196,185,0.514435696,1,1
759,6,1,1,0,359,397,0.474867725,1,1
763,6,1,0,1,359,398,0.474240423,1,1
764,6,1,0,1,359,399,0.473614776,1,1
765,3,1,1,0,197,185,0.515706806,1,1
766,6,1,0,1,359,400,0.472990777,1,1
767,6,1,0,1,359,401,0.472368421,1,1
769,3,1,0,1,197,186,0.514360313,1,1
770,6,1,0,1,359,402,0.4717477,1,1
772,3,1,1,0,198,186,0.515625,1,1
773,6,1,1,0,360,402,0.472440945,1,1
774,3,1,0,1,198,187,0.514285714,1,1
776,6,1,0,1,360,403,0.471821756,1,1
777,3,1,1,0,199,187,0.515544041,1,1
778,6,1,0,1,360,404,0.471204188,1,1
780,6,1,0,1,360,405,0.470588235,1,1
782,3,1,0,1,199,188,0.514211886,1,1
783,6,1,0,1,360,406,0.46997389,1,1
784,3,1,0,1,199,189,0.512886598,1,1
786,6,1,1,0,361,406,0.470664928,1,1
788,3,1,1,0,200,189,0.514138817,1,1
789,6,1,0,1,361,407,0.470052083,1,1
